file_name,actor,duration_sec,hr_bpm,rmssd_ms,baseline_blink_rate,brow_ratio,head_jitter,pitch_mean_hz,pitch_std_hz,speech_blink_rate,hrv_subscore,voice_subscore,behavior_subscore,overall_stress_index
01-01-02-01-02-02-18.mp4,Actor_18,3.5,119.9,81.7,68.5,0.2136,105.053,183.4,28.0,68.5,0.0,37.6,63.2,30.24
01-01-02-02-01-01-18.mp4,Actor_18,3.6,50.0,66.7,16.65,0.2111,113.4126,190.7,20.6,16.65,22.17,24.5,13.28,20.2
01-01-02-02-01-02-18.mp4,Actor_18,3.6,66.6,100.1,33.3,0.2121,111.8302,179.3,23.0,33.3,0.0,25.7,63.95,26.89
01-01-01-01-01-01-19.mp4,Actor_19,3.34,89.9,150.0,35.96,0.2196,120.1452,120.3,12.8,35.96,0.0,26.0,60.2,25.86
01-01-01-01-01-02-19.mp4,Actor_19,3.2,93.7,74.6,0.0,0.2175,115.752,126.5,22.4,0.0,9.0,42.7,1.25,16.79
01-01-01-01-02-01-19.mp4,Actor_19,3.3,109.0,74.6,36.33,0.2198,125.7616,119.1,14.7,36.33,9.0,35.1,60.1,32.16
01-01-01-01-02-02-19.mp4,Actor_19,3.27,110.1,88.3,18.35,0.2203,120.2164,121.7,22.5,18.35,0.0,48.8,14.5,18.99
01-01-02-01-01-01-19.mp4,Actor_19,3.64,82.5,23.6,49.49,0.2118,127.8543,126.4,44.1,49.49,94.0,91.7,64.1,84.34
01-01-02-01-01-02-19.mp4,Actor_19,3.64,132.0,38.5,32.99,0.217,122.4484,117.7,32.1,32.99,69.17,64.1,61.5,65.35
01-01-02-01-02-01-19.mp4,Actor_19,3.3,109.0,98.2,54.49,0.2137,122.8169,125.0,23.8,54.49,0.0,56.1,63.15,35.77
01-01-02-01-02-02-19.mp4,Actor_19,3.44,122.2,150.0,69.83,0.2077,129.5797,124.6,46.8,69.83,0.0,92.7,66.15,47.66
01-01-02-02-01-01-19.mp4,Actor_19,4.44,94.6,57.8,27.04,0.2075,121.918,149.2,30.5,27.04,37.0,60.4,49.72,47.84
01-01-02-02-01-02-19.mp4,Actor_19,4.0,89.9,69.5,44.96,0.2071,148.8307,125.3,12.4,44.96,17.5,33.7,66.45,37.05
01-01-01-01-01-01-20.mp4,Actor_20,3.47,69.2,45.0,17.29,0.1955,141.1503,191.4,74.9,17.29,58.33,85.5,23.22,55.95
01-01-01-01-01-02-20.mp4,Actor_20,3.57,117.6,85.1,16.81,0.1977,136.9781,214.0,85.7,16.81,0.0,93.9,20.52,34.33
01-01-01-01-02-01-20.mp4,Actor_20,3.44,87.3,100.1,17.46,0.1963,135.031,172.3,86.4,17.46,0.0,85.8,23.38,32.75
01-01-01-01-02-02-20.mp4,Actor_20,3.54,84.8,52.8,16.96,0.198,134.6505,247.8,40.9,16.96,45.33,83.7,20.87,49.5
01-01-02-01-01-01-20.mp4,Actor_20,3.64,66.0,150.0,16.5,0.1943,123.374,209.4,19.5,16.5,0.0,34.7,21.18,16.77
01-01-02-01-01-02-20.mp4,Actor_20,3.57,100.8,100.1,33.61,0.191,146.0762,219.1,31.5,33.61,0.0,50.7,74.5,37.56
01-01-02-01-02-01-20.mp4,Actor_20,3.34,71.9,150.0,35.96,0.1913,123.9651,206.6,49.9,35.96,0.0,92.1,74.35,49.94
01-01-02-01-02-02-20.mp4,Actor_20,3.5,68.5,133.5,68.5,0.187,148.2471,211.9,20.8,68.5,0.0,34.6,76.5,33.33
01-01-02-02-01-01-20.mp4,Actor_20,3.87,77.5,45.0,15.5,0.1833,103.3897,186.4,65.3,15.5,58.33,73.0,23.35,52.24
01-01-02-02-01-02-20.mp4,Actor_20,4.07,73.7,150.0,44.22,0.1854,110.7514,157.6,57.3,44.22,0.0,80.2,77.3,47.25
01-01-01-01-01-01-21.mp4,Actor_21,3.84,109.5,95.8,0.0,0.2112,121.2924,91.9,15.1,0.0,0.0,31.3,4.4,10.71
01-01-01-01-01-02-21.mp4,Actor_21,3.97,120.9,47.2,0.0,0.2117,114.7713,91.3,14.0,0.0,54.67,30.4,4.15,32.23
01-01-01-01-02-01-21.mp4,Actor_21,3.6,133.2,60.9,0.0,0.2125,109.6173,96.2,10.7,0.0,31.83,29.4,3.75,22.68
01-01-01-01-02-02-21.mp4,Actor_21,3.67,98.1,80.0,0.0,0.2117,110.5368,93.1,12.8,0.0,0.0,29.2,4.15,10.01
01-01-02-01-01-01-21.mp4,Actor_21,4.04,118.9,121.2,0.0,0.2124,107.2584,92.3,14.8,0.0,0.0,29.3,3.8,9.93
01-01-02-01-01-02-21.mp4,Actor_21,4.0,59.9,150.0,0.0,0.2136,106.2125,92.5,10.9,0.0,0.0,34.5,3.2,11.31
01-01-02-01-02-01-21.mp4,Actor_21,3.8,126.2,68.8,15.77,0.2098,110.745,89.0,15.8,15.77,18.67,35.3,11.0,21.36
01-01-02-01-02-02-21.mp4,Actor_21,4.07,117.9,68.8,0.0,0.211,110.892,86.5,13.3,0.0,18.67,29.1,4.5,17.55
01-01-02-02-01-01-21.mp4,Actor_21,4.0,104.9,150.0,0.0,0.2113,104.4467,96.7,13.2,0.0,0.0,35.6,4.35,11.99
01-01-02-02-01-02-21.mp4,Actor_21,4.17,115.1,70.8,0.0,0.2123,95.834,93.5,11.7,0.0,15.33,35.4,3.85,17.91
01-01-01-01-01-01-22.mp4,Actor_22,3.64,66.0,100.1,32.99,0.1896,102.6342,376.1,518.3,32.99,0.0,98.4,75.2,52.08
01-01-01-01-01-02-22.mp4,Actor_22,3.44,139.7,66.7,34.92,0.1901,111.162,184.6,44.2,34.92,22.17,98.4,74.95,60.87
01-01-01-01-02-01-22.mp4,Actor_22,3.6,149.9,79.4,49.95,0.1931,108.3962,186.1,46.0,49.95,1.0,98.8,73.45,52.07
01-01-01-01-02-02-22.mp4,Actor_22,3.54,118.7,47.2,33.93,0.1906,107.0212,410.7,526.8,33.93,54.67,100.0,74.7,74.28
01-01-02-01-01-01-22.mp4,Actor_22,3.54,67.9,52.8,84.82,0.1908,104.3071,173.4,46.5,84.82,45.33,100.0,74.6,70.51
01-01-02-01-01-02-22.mp4,Actor_22,3.54,84.8,150.0,33.93,0.1921,106.788,423.0,569.1,33.93,0.0,97.5,73.95,51.44
01-01-02-01-02-01-22.mp4,Actor_22,3.57,50.4,150.0,151.25,0.1956,105.8543,175.9,54.5,151.25,0.0,100.0,72.2,51.66
01-01-02-01-02-02-22.mp4,Actor_22,3.54,67.9,45.0,135.71,0.1924,103.9879,439.2,573.5,135.71,58.33,100.0,73.8,75.47
01-01-02-02-01-01-22.mp4,Actor_22,3.7,48.6,33.4,81.0,0.1912,98.3664,185.0,30.8,81.0,77.67,71.7,74.4,74.9
01-01-02-02-01-02-22.mp4,Actor_22,3.84,78.2,114.4,15.64,0.1903,104.7233,157.3,59.0,15.64,0.0,100.0,20.32,36.1
01-01-01-01-01-01-23.mp4,Actor_23,3.8,110.4,95.8,31.55,0.1992,133.1233,140.0,31.5,31.55,0.0,62.6,68.9,39.45
01-01-01-01-01-02-23.mp4,Actor_23,3.74,96.3,100.1,32.11,0.1976,127.5803,144.2,28.7,32.11,0.0,60.2,71.2,39.42
01-01-01-01-02-01-23.mp4,Actor_23,3.67,98.1,150.0,32.69,0.2001,129.9374,143.5,31.9,32.69,0.0,62.9,69.95,39.85
01-01-01-01-02-02-23.mp4,Actor_23,3.84,93.8,47.2,31.27,0.1999,127.3337,145.6,30.7,31.27,54.67,57.1,67.62,59.28
01-01-02-01-01-01-23.mp4,Actor_23,3.97,105.8,150.0,30.22,0.2019,118.9569,130.3,22.9,30.22,0.0,40.9,63.12,31.21
01-01-02-01-01-02-23.mp4,Actor_23,4.07,103.2,60.9,29.48,0.2013,117.591,131.3,25.9,29.48,31.83,49.1,60.95,45.75
01-01-02-01-02-01-23.mp4,Actor_23,4.17,129.5,80.4,28.77,0.2012,121.705,137.9,31.8,28.77,0.0,52.3,58.63,33.28
01-01-02-01-02-02-23.mp4,Actor_23,4.0,119.9,50.0,29.97,0.2002,119.5883,126.0,32.0,29.97,50.0,58.6,63.13,56.52
01-01-02-02-01-01-23.mp4,Actor_23,4.6,117.3,74.6,65.15,0.1974,113.749,141.0,27.8,65.15,9.0,48.7,71.3,39.6
01-01-02-02-01-02-23.mp4,Actor_23,4.6,104.2,100.1,39.09,0.1987,113.8177,137.7,22.9,39.09,0.0,38.2,70.65,32.66
01-01-01-01-01-01-24.mp4,Actor_24,3.7,81.0,94.4,0.0,0.2182,99.0917,223.3,22.9,0.0,0.0,37.9,0.9,11.64
01-01-01-01-01-02-24.mp4,Actor_24,3.64,66.0,33.4,0.0,0.2177,106.5713,228.5,22.8,0.0,77.67,44.6,1.15,44.79
01-01-01-01-02-01-24.mp4,Actor_24,3.64,82.5,66.7,0.0,0.217,104.9178,235.2,27.9,0.0,22.17,52.6,1.5,25.1
01-01-01-01-02-02-24.mp4,Actor_24,3.6,83.3,100.1,0.0,0.2184,104.4786,229.1,26.9,0.0,0.0,54.8,0.8,16.68
01-01-02-01-01-01-24.mp4,Actor_24,3.57,117.6,70.8,16.81,0.2118,96.0393,231.1,43.2,16.81,15.33,90.1,13.47,37.2
01-01-02-01-01-02-24.mp4,Actor_24,3.5,85.6,66.7,17.13,0.2111,93.5896,231.4,32.0,17.13,22.17,60.4,14.88,31.45
01-01-02-01-02-01-24.mp4,Actor_24,3.87,77.5,52.8,0.0,0.2115,105.0814,216.4,7.6,0.0,45.33,40.0,4.25,31.41
01-01-02-01-02-02-24.mp4,Actor_24,3.7,81.0,23.6,0.0,0.2099,90.5147,480.4,648.2,0.0,94.0,100.0,5.05,69.11
01-01-02-02-01-01-24.mp4,Actor_24,4.1,87.7,118.0,14.62,0.2063,114.1387,222.5,29.5,14.62,0.0,65.1,8.92,22.2
01-01-02-02-01-02-24.mp4,Actor_24,4.07,59.0,66.7,14.74,0.2008,112.6497,233.0,30.0,14.74,22.17,56.9,12.07,29.56
